"row_id","chunk","y","resid","leverage","loocv_pred","loocv_err","abs_loocv_err","influence_beta_sq","high_error","high_leverage","high_influence","problematic"
1295,1,12.8992198260901,-0.352258537030478,0.00494868983170458,13.2532302509102,-0.354010424820102,0.354010424820102,1.32717268654408e-07,FALSE,FALSE,FALSE,FALSE
1296,1,13.4588356140255,-0.352718844805058,0.00537772090924106,13.8134615380773,-0.354625924051791,0.354625924051791,1.18624002343814e-07,FALSE,FALSE,FALSE,FALSE
1297,1,13.6756195572614,-0.172218457717966,0.00225236302344092,13.848226789126,-0.172607231864596,0.172607231864596,1.39711243360917e-08,FALSE,FALSE,FALSE,FALSE
1298,1,13.6510288947407,-0.330503668321379,0.00406559835738641,13.9828817434587,-0.331852848718021,0.331852848718021,6.32890105557802e-08,FALSE,FALSE,FALSE,FALSE
1299,1,13.0389817684653,-0.136492191751066,0.0034596671622409,13.1759478171573,-0.136966048692068,0.136966048692068,1.00323659874131e-08,FALSE,FALSE,FALSE,FALSE
1300,1,13.4588356140255,0.461960315477018,0.0158308444100272,12.9894444399036,0.469391174121983,0.469391174121983,5.54375533575559e-07,FALSE,FALSE,FALSE,FALSE
1301,1,13.9360306223157,-0.166872358482899,0.00385068340207692,14.1035480373282,-0.167517415012446,0.167517415012446,2.65729646971125e-08,FALSE,FALSE,FALSE,FALSE
1302,1,13.7101500423064,0.974572393312277,0.00775625370964406,12.727959530191,0.982190512115449,0.982190512115449,3.74695583583846e-06,FALSE,FALSE,FALSE,FALSE
1303,1,13.7247222391193,-0.425270739296132,0.00241138236800928,14.1510209476046,-0.426298708485278,0.426298708485278,1.56443791043333e-07,FALSE,FALSE,FALSE,FALSE
1304,1,12.8992198260901,0.400571921654376,0.0215188603762134,12.4898384845056,0.409381341584561,0.409381341584561,6.88351844102396e-07,FALSE,FALSE,FALSE,FALSE
1305,1,13.5923670066501,0.260215710338507,0.033504521548621,13.3231306613798,0.269236345270288,0.269236345270288,2.58540679160819e-07,FALSE,TRUE,FALSE,TRUE
1306,1,13.735613089743,-0.38646400450852,0.00267338473249225,14.1231130306774,-0.387499940934456,0.387499940934456,1.07606426025783e-07,FALSE,FALSE,FALSE,FALSE
1307,1,13.7465176641559,1.42056605988334,0.00495769173517524,12.3188737860171,1.42764387813876,1.42764387813876,2.11741888210031e-06,TRUE,FALSE,FALSE,TRUE
1308,1,13.9913201243652,0.0760074861673009,0.0047294283099607,13.9149514580655,0.0763686662996926,0.0763686662996926,7.05797806503295e-09,FALSE,FALSE,FALSE,FALSE
1309,1,11.9183905730784,-0.0472370266181781,0.00616613737345183,11.9659206768458,-0.0475301037673822,0.0475301037673822,8.69509861255881e-09,FALSE,FALSE,FALSE,FALSE
1310,1,13.5683304288218,0.121495468595176,0.0371657546876937,13.4421451906184,0.126185238203454,0.126185238203454,6.17340674840928e-08,FALSE,TRUE,FALSE,TRUE
1311,1,13.7640137560284,-0.0471315077765387,0.00459341013634965,13.8113627571868,-0.0473490011584057,0.0473490011584057,1.61027865183795e-09,FALSE,FALSE,FALSE,FALSE
1312,1,13.4588356140255,-0.105627525571604,0.0100647205152098,13.5655370598277,-0.106701445802172,0.106701445802172,1.32477736761671e-08,FALSE,FALSE,FALSE,FALSE
1313,1,13.4588356140255,0.0193971929667885,0.0189750441185887,13.4390632393775,0.0197723746480648,0.0197723746480648,7.66652455973372e-08,FALSE,FALSE,FALSE,FALSE
1314,1,12.6115377536383,-0.63510401077718,0.00239746829691113,13.2481680654048,-0.636630311766493,0.636630311766493,1.62546253946137e-07,FALSE,FALSE,FALSE,FALSE
1315,1,14.1661674295774,-0.346666230431749,0.00895582378716759,14.5159663979307,-0.349798968353253,0.349798968353253,1.33220406327914e-07,FALSE,FALSE,FALSE,FALSE
1316,1,13.4588356140255,-0.988788768738828,0.0141673751908517,14.4618342406233,-1.00299862659775,1.00299862659775,1.65728664976219e-06,FALSE,FALSE,FALSE,FALSE
1317,1,13.8155105579643,0.783740258506785,0.0077760956403335,13.0256280979034,0.78988246006084,0.78988246006084,2.0628541832525e-06,FALSE,FALSE,FALSE,FALSE
1318,1,13.7439387612279,-0.300222359984918,0.0258135572105307,14.0521162792041,-0.308177517976196,0.308177517976196,2.63943202259884e-07,FALSE,TRUE,FALSE,TRUE
1319,1,14.0649714500634,-0.170568767439493,0.00450758095093435,14.2363125513873,-0.171341101323933,0.171341101323933,1.91899370159906e-08,FALSE,FALSE,FALSE,FALSE
