"row_id","chunk","y","resid","leverage","loocv_pred","loocv_err","abs_loocv_err","influence_beta_sq","high_error","high_leverage","high_influence","problematic"
9601,7,15.8949520996441,1.10547518703364,0.0745623100586214,14.7004090212185,1.19454307842559,1.19454307842559,0.00609549196916333,TRUE,TRUE,TRUE,TRUE
9613,7,16.6339087565339,0.614187407668833,0.0705916464798488,15.9730717785332,0.660836978000668,0.660836978000668,0.00184573569675443,FALSE,TRUE,TRUE,TRUE
8691,6,14.7318012898384,-0.608715445812402,0.06798864958758,15.3849214965216,-0.65312020668315,0.65312020668315,0.00183142318803822,FALSE,TRUE,TRUE,TRUE
2719,2,14.9141228466324,-0.564363128239493,0.0693024084823842,15.5205100699186,-0.60638722328617,0.60638722328617,0.00156777044968467,FALSE,TRUE,TRUE,TRUE
9261,7,15.7953619174327,0.472611802875983,0.0676341978224842,15.2884666604721,0.506895256960531,0.506895256960531,0.00109874215665163,FALSE,TRUE,TRUE,TRUE
9114,7,14.8361613051627,-0.470273809416228,0.0674217691849432,15.3404340770085,-0.504272771845872,0.504272771845872,0.00108578685178871,FALSE,TRUE,TRUE,TRUE
5600,4,15.4832173785224,-0.433398361370323,0.0711925217774757,15.9498354576529,-0.466618079130592,0.466618079130592,0.000922302039216665,FALSE,TRUE,TRUE,TRUE
8227,6,14.6160162942699,-0.427593467952476,0.0676113035245971,15.0746163068707,-0.458600012600814,0.458600012600814,0.000905340469944076,FALSE,TRUE,TRUE,TRUE
7476,6,11.289781913656,-1.72057826040062,0.0191691176289601,13.0439867325758,-1.75420481891978,1.75420481891978,0.000584908569925367,TRUE,FALSE,TRUE,TRUE
6703,5,9.90348755253613,-1.32688421686324,0.040036336140935,11.2857109291264,-1.38222337659027,1.38222337659027,0.000323369630262021,TRUE,TRUE,TRUE,TRUE
2134,2,14.7284624220177,-0.255387458451444,0.0676738500744153,15.0023874411452,-0.27392501912751,0.27392501912751,0.000320573900642044,FALSE,TRUE,TRUE,TRUE
166,1,11.9183905730784,-1.23385244018917,0.0208735276796534,13.178546921691,-1.26015634861263,1.26015634861263,0.000300123879428446,TRUE,FALSE,TRUE,TRUE
1097,1,11.9183905730784,-1.22742149189025,0.0202136222258769,13.1711345586385,-1.25274398556011,1.25274398556011,0.000300108761611701,TRUE,FALSE,TRUE,TRUE
10050,7,4.43081679884331,-7.65282597133,0.0118595221670839,12.1754909044051,-7.74467410556175,7.74467410556175,0.000266992685178362,TRUE,FALSE,TRUE,TRUE
408,1,10.8197782844103,-1.11464986587571,0.0224309061569142,11.9600044565509,-1.14022617214065,1.14022617214065,0.00023162479979097,TRUE,TRUE,TRUE,TRUE
2495,2,13.5923670066501,1.05492196375694,0.0226800853004036,12.512964092732,1.07940291391811,1.07940291391811,0.000228083233568163,FALSE,TRUE,TRUE,TRUE
8151,6,13.2176735572087,1.07115490878416,0.0202959885721068,12.1243281219654,1.09334543524322,1.09334543524322,0.000223700968565117,TRUE,FALSE,TRUE,TRUE
7628,6,12.8992198260901,1.09994609048473,0.029140092806964,11.7662591565483,1.13296066954182,1.13296066954182,0.000222922711138398,TRUE,TRUE,TRUE,TRUE
6295,5,15.1292342262493,0.200786099571396,0.0677647230657032,14.913852868625,0.215381357624323,0.215381357624323,0.000200084236428814,FALSE,TRUE,TRUE,TRUE
6808,5,13.3046849341983,0.99962497181687,0.0240479557291197,12.2804286936535,1.02425624054476,1.02425624054476,0.000194119349872808,FALSE,TRUE,TRUE,TRUE
5548,4,13.8155105579643,0.924177910604575,0.101445633826306,12.7869941482784,1.02851640968592,1.02851640968592,0.000180177438235132,FALSE,TRUE,TRUE,TRUE
8421,6,15.9196447122345,0.179153062281884,0.0710694525212619,15.7267852323001,0.192859479934354,0.192859479934354,0.00015926015853799,FALSE,TRUE,TRUE,TRUE
9340,7,13.5923670066501,0.887427915102219,0.0226569960241732,12.6843665283204,0.908000478329682,0.908000478329682,0.000156017116548369,FALSE,TRUE,TRUE,TRUE
7985,6,12.2060726455302,-0.892442441807256,0.0324320839572428,13.1284290269377,-0.922356381407564,0.922356381407564,0.000154737099517773,FALSE,TRUE,TRUE,TRUE
3650,3,10.8197782844103,-0.860207161476089,0.033468606315225,11.7097723053977,-0.889994020987421,0.889994020987421,0.000152828940570068,FALSE,TRUE,TRUE,TRUE
6558,5,12.5425448821514,-0.84684066182085,0.0209467249788968,13.4075035962751,-0.8649587141237,0.8649587141237,0.000152274133375265,FALSE,FALSE,TRUE,TRUE
4593,4,13.5686402399803,-0.86359753859533,0.045495427998919,14.4734002211555,-0.90475998117519,0.90475998117519,0.000149632265809582,FALSE,TRUE,TRUE,TRUE
391,1,14.9141228466324,1.52228919038484,0.0307082514709586,13.3436058245954,1.57051702203697,1.57051702203697,0.000140988822797897,TRUE,TRUE,TRUE,TRUE
5130,4,10.8197782844103,-0.822872248121971,0.0612037943050054,11.6962967909085,-0.876518506498219,0.876518506498219,0.000139224355350125,FALSE,TRUE,TRUE,TRUE
5171,4,12.8167436325464,0.755485375488357,0.0201872336905353,12.0456928752329,0.77105075731351,0.77105075731351,0.000110043466063263,FALSE,FALSE,TRUE,TRUE
6834,5,13.9288392432713,0.742231198807989,0.0207955642610286,13.1708451291537,0.757994114117603,0.757994114117603,0.000109336922139712,FALSE,FALSE,TRUE,TRUE
2226,2,14.4032972228664,-0.141515743053703,0.0707971538265678,14.5555952314621,-0.152298008595735,0.152298008595735,0.000100234694631805,FALSE,TRUE,TRUE,TRUE
